uB	E	M	M2	C	X
-0.77	-83.5939	0.000243029	1.02344	0	0
-0.78	-324.439	0.000278261	0.989287	0	0
-0.79	153.872	0.000364987	1.00026	0	0
-0.8	24.305	-0.000362667	1.03755	0	0
-0.81	35.8042	-0.000340395	0.980958	0	0
-0.82	169.159	-0.00030904	1.01568	0	0
-0.83	34.2945	-7.6577e-05	0.954322	0	0
-0.84	181.164	-0.000151675	1.02024	0	0
-0.85	132.059	0.000159476	0.993672	0	0
-0.86	395.442	-4.51527e-05	0.98667	0	0
-0.87	-301.478	-0.000402834	0.968159	0	0
-0.88	-22.6659	0.000257082	0.989898	0	0
-0.89	12.1008	0.000363572	1.00164	0	0
-0.9	216.615	0.000734892	0.992789	0	0
-0.91	-97.5519	-0.000419102	0.980629	0	0
-0.92	-218.767	-0.00516318	0.895141	0	0
-0.93	107.911	-0.000207171	0.992706	0	0
-0.94	-59.6946	8.07835e-05	1.00316	0	0
-0.95	-84.1034	-0.000127146	1.00924	0	0
-0.96	188.783	-0.000331191	1.02106	0	0
-0.97	-131.999	0.000805509	0.971785	0	0
-0.98	-180.202	-7.49514e-05	1.00143	0	0
-0.99	-12.9428	0.000125901	1.00174	0	0
